target,text,nltk_clean_text,spacy_clean_text
0,"@IndiJayy i knowwwww! ugh how depressing  nick didn't confirm, but we all know he's doing more than reconnecting with miley xP",knowwwww ugh depressing nick didnt confirm know he reconnecting miley xp,knowwwww ugh depressing nick not confirm know s reconnecte miley xp
1,Demi is the best and fuck the rest!! loVe yA!    ,demi best fuck rest love ya,demi good fuck rest love ya
0,"who who who does Avery like? In her PE class? Gorgeous, Fashion sense, Humor? Sounds like a catch. But she won't tell. ",avery like pe class gorgeous fashion sense humor sound like catch wont tell,avery like pe class gorgeous fashion sense humor sound like catch will not tell
1,"@getfancy Good Morning and Happy Friday to you Girl!! I was feeling a down this morning, but the kids really Cheered me  How are you?",good morning happy friday girl feeling morning kid really cheered,good morning happy friday girl feel morning kid cheer
0,is feeling a bit crook but has too much stuff to do to go home!  Maybe that chicken was off  ,feeling bit crook much stuff go home maybe chicken,feel bit crook stuff home maybe chicken
0,beautiful day and i have to do homework  :S,beautiful day homework,beautiful day homework s
1,friend call me 2 ask what 2 present 2 his girlfriend... So cute!  diamonds are girls best friends ;),friend call 2 ask 2 present 2 girlfriend cute diamond girl best friend,friend ask present girlfriend cute diamond girl good friend
0,jut woke up again ... I got a night was awful ,jut woke got night awful,jut wake get night awful
1,CLEANING!!! NOT FUN WHY DOES FAMILY HAVE TO COME?? HAHA ,cleaning fun family come haha,clean fun family come haha
0,"@tradingnothing lol no. I want one, but don't have the money ",lol want one dont money,lol want not money
1,@tishous yay chuck klosterman!  ,yay chuck klosterman,yay chuck klosterman
1,is thinkin she wants to go to the city  I CANT FIND BUS TIMES!! ,thinkin want go city cant find bus time,thinkin want city cant find bus times
0,Not feelin great at alll this morning ,feelin great alll morning,feelin great alll morning
0,@rockyvotolato i would if my warranty didn't expire  i need to save up to buy a new one,would warranty didnt expire need save buy new one,warranty not expire need save buy new
1,"@EBJohns11 Nice job on the vid, EB! Watching your vids takes me back to Vegas every time  Keep it up!",nice job vid eb watching vids take back vega every time keep,nice job vid eb watch vid take vegas time
0,"@lindaknox not bad, but visit from the VAT inspector didn't go well ",bad visit vat inspector didnt go well,bad visit vat inspector not
1,"good morning twitterworld someone should save me from boredom, i'm watching youtube videos ",good morning twitterworld someone save boredom im watching youtube video,good morning twitterworld save boredom m watch youtube video
1,@seankingston  hi,hi,hi
0,"3 Finals down and 1 left...i need sleep, about 4 hours of sleep the last 2 days ",3 final 1 lefti need sleep 4 hour sleep last 2 day,finals lefti need sleep hour sleep day
0,@stephenfry I can only read every other letter of that on my BlackBerry ,read every letter blackberry,read letter blackberry
0,I am always hungry now  wonder if this is what pregnant ladies feel  am so fat  sad sad sad I'm NOT PREGNANT so I'm jst plain fat ,always hungry wonder pregnant lady feel fat sad sad sad im pregnant im jst plain fat,hungry wonder pregnant lady feel fat sad sad sad m pregnant m jst plain fat
1,@twosixoneone oh this is easier ,oh easier,oh easy
1,"Computer just crapped itself, needs a new graphics card.  lucky I did a back up of all the websites yesterday ",computer crapped need new graphic card lucky back website yesterday,computer crap need new graphic card lucky website yesterday
0,Back to work today.  ,back work today,work today
1,@tommoger . It is sooo tidy now. I cannot wait until tomorrow! I am planning everything tonight ,sooo tidy cannot wait tomorrow planning everything tonight,sooo tidy wait tomorrow plan tonight
0,@the_magoos pengennya..tp belom ada yg angetin  http://myloc.me/4D0Z,_magoos pengennyatp belom ada yg angetin,magoo pengennyatp belom ada yg angetin
0,no one talkes to me on here! (cry)  im  right wee loner,one talkes cry im right wee loner,talk cry m right wee loner
1,@ScottishLyon i saw them on saturday at the shepards bush empire ,saw saturday shepard bush empire,see saturday shepards bush empire
0,couple of mt texts didn't arrive here ,couple mt text didnt arrive,couple mt text not arrive
1,This tweet goes out to Dirk who has yet to get a twitter and he has a message- he does actually like oranges sometimes ,tweet go dirk yet get twitter message actually like orange sometimes,tweet go dirk twitter message actually like orange
1,@migaruler thanks.. ,thanks,thank
0,Can't sleep.  4:45AM and the sun is already up.  Le sigh.  This fever is not going to heal this way.  ,cant sleep 445am sun already le sigh fever going heal way,not sleep sun le sigh fever go heal way
0, i don't even know.,dont even know,not know
1,@BSBTwitt  lol what's D Ro?? I think I know what it is but I wana know. Oh yea I am such a BROK fan. Also a AJ fan as well ,lol whats ro think know wana know oh yea brok fan also aj fan well,lol s d ro think know wana know oh yea brok fan aj fan
0,@Ms_Balla32 sorry  it was a great meet! Thanks for following...,_balla32 sorry great meet thanks following,balla sorry great meet thank follow
1,&quot;we where never meant to be baby we just happened&quot;  -Knock you down,quotwe never meant baby happenedquot knock,quotwe mean baby happenedquot knock
1,@mattbeetar Haha to each their own. ,haha,haha
1,@Neicy55: just got home from drews bday. ,got home drew bday,get home drew bday
1,@wstmjonathan and i have a feeling you have a bright future ahead of you my friend ,feeling bright future ahead friend,feeling bright future ahead friend
1,@alethe so souq is like bat-ha here? ,souq like batha,souq like batha
1,@b_luca LOL!  I'm glad to see I'm not the only one out there!!! ,_luca lol im glad see im one,luca lol m glad m
1,hungry!!! wooop this apple core design is fun ,hungry wooop apple core design fun,hungry wooop apple core design fun
0,@Pallekenl on no!!! you tube later then hun ,tube later hun,tube later hun
1,"@jordanknight ohk that's all for now.  Sorry for the multiple tweets...anyway, enjoy the rest of your day and weekend.  w00t w00t!  ",ohk thats sorry multiple tweetsanyway enjoy rest day weekend w00t w00t,ohk s sorry multiple tweetsanyway enjoy rest day weekend wt wt
0,"Saw Hairspray again last night. Amazing! Michael Ball? Double amazing! Ticket office laughed at me, said average fan is over 50, not 24 ",saw hairspray last night amazing michael ball double amazing ticket office laughed said average fan 50 24,see hairspray night amazing michael ball double amazing ticket office laugh say average fan
1,@Goodman_Dice OMG Goodman!!!!! You're back  You haven't twittered in ages ,_dice omg goodman youre back havent twittered age,dice omg goodman not twitter age
1,@shrimp3r SOAP for no other reason than it's the character you play as in CoD4 and REST sounds like your taking a nap ,soap reason character play cod4 rest sound like taking nap,soap reason character play cod rest sound like take nap
1,camping w/ family this weekend ,camping w family weekend,camp w family weekend
1,@belletrist9 replied ,replied,reply
1,"Finally finised Lover Avenged!  Making Sunday lucnh today, come on yorkshire puddings!",finally finised lover avenged making sunday lucnh today come yorkshire pudding,finally finise lover avenged make sunday lucnh today come yorkshire pudding
1,"Burlesk! Showers tonight at 8pm at Artistika, 523 Elm St. GSO... only $8 in the door ",burlesk shower tonight 8pm artistika 523 elm st gso 8 door,burlesk showers tonight pm artistika elm st gso door
1,can't wait to see blake now.....my days off are all about quality time with the little monkey!!!cant wait til his summer hols ,cant wait see blake nowmy day quality time little monkeycant wait til summer hols,not wait blake nowmy day quality time little monkeycant wait til summer hol
1,http://twitpic.com/4es78 - mum and dad when they got married ,mum dad got married,mum dad got marry
1,Good friends. Good times. Good Night. ,good friend good time good night,good friend good time good night
0,@PeasandBananas well..I deleted the post. hopefully people won't notice..sorry charlie..wasn't thinking ,welli deleted post hopefully people wont noticesorry charliewasnt thinking,welli delete post hopefully people will not noticesorry charliewasnt think
1,I get to see the girl today  !!!!,get see girl today,girl today
0,@DavidArchie im having a blood test soon no idea if it will hurt   did you have yours yet?,im blood test soon idea hurt yet,m have blood test soon idea hurt
1,@_BellaCullen18_ Oh good ,_bellacullen18_ oh good,bellacullen oh good
0,"is DEPRESSED. She had huge hopes in going 2 see Mark Kanemura in Beaumont 2morrow, only 2 see her dream die. Maybe someday in the future ",depressed huge hope going 2 see mark kanemura beaumont 2morrow 2 see dream die maybe someday future,depressed huge hope go mark kanemura beaumont morrow dream die maybe someday future
1,I can'ttt Waittt to Seeee Newww moonnn! ,canttt waittt seeee newww moonnn,canttt waittt seeee newww moonnn
0,@Cacity87 yea hopefully   an hour and 10min. For MATTs though.,yea hopefully hour 10min matt though,yea hopefully hour min matts
0,@bobby4492 oh really. sorry to hear that bro. oh no we missed out date plan to go to la push ,oh really sorry hear bro oh missed date plan go la push,oh sorry hear bro oh miss date plan la push
1,good morning europe ,good morning europe,good morning europe
1,My backpack smells like coffee ,backpack smell like coffee,backpack smell like coffee
1,#3turnoffwords I'm wearing tights! ,im wearing tights,turnoffword m wear tight
0,is gunna smoke this......then off to work ,gunna smoke thisthen work,gunna smoke thisthen work
0,@BenJoiner I didn't see the light show Bem!!!!! You lied to me! ,didnt see light show bem lied,not light bem lie
